,ID_x,Sex_x,ID_y,Sex_y
2903,567,male,2903,male
2908,567,male,2908,male
2915,567,male,2915,male
2916,567,male,2916,male
2945,567,male,2945,female
3118,567,male,3118,male
3140,567,male,3140,male
3189,567,male,3189,male
3196,567,male,3196,male
3213,567,male,3213,male
60,568,male,60,male
125,568,male,125,male
159,568,male,159,male
318,568,male,318,male
521,568,male,521,male
532,568,male,532,male
546,568,male,546,female
548,568,male,548,male
581,568,male,581,female
1014,568,male,1014,female
1238,568,male,1238,male
1341,568,male,1341,male
1487,568,male,1487,male
2002,568,male,2002,male
2104,568,male,2104,male
2497,568,male,2497,female
2897,568,male,2897,female
2903,568,male,2903,male
2931,568,male,2931,male
2963,568,male,2963,male
2968,568,male,2968,male
3035,568,male,3035,female
3094,568,male,3094,female
3118,568,male,3118,male
3212,568,male,3212,male
3641,568,male,3641,female
62,569,male,62,male
69,569,male,69,female
528,569,male,528,male
545,569,male,545,male
602,569,male,602,male
1118,569,male,1118,male
1425,569,male,1425,male
1533,569,male,1533,male
1540,569,male,1540,male
1549,569,male,1549,male
1552,569,male,1552,male
1553,569,male,1553,male
1556,569,male,1556,male
1560,569,male,1560,male
2618,569,male,2618,male
2716,569,male,2716,male
2890,569,male,2890,male
3446,569,male,3446,male
3470,569,male,3470,male
3536,569,male,3536,male
3537,569,male,3537,male
3546,569,male,3546,male
3553,569,male,3553,male
3554,569,male,3554,male
3577,569,male,3577,male
166,570,male,166,male
584,570,male,584,male
1746,570,male,1746,male
2887,570,male,2887,male
2912,570,male,2912,male
3630,570,male,3630,male
134,571,male,134,male
470,571,male,470,male
574,571,male,574,male
2368,571,male,2368,male
151,573,male,151,male
290,573,male,290,male
296,573,male,296,male
1134,573,male,1134,male
2953,573,male,2953,male
346,574,male,346,male
527,574,male,527,male
69,575,male,69,female
117,575,male,117,male
151,575,male,151,male
504,575,male,504,male
536,575,male,536,male
1148,575,male,1148,male
1541,575,male,1541,male
2671,575,male,2671,male
2855,575,male,2855,male
2917,575,male,2917,male
3507,575,male,3507,male
3568,575,male,3568,male
66,577,male,66,male
200,577,male,200,male
284,577,male,284,male
316,577,male,316,male
497,577,male,497,male
522,577,male,522,male
590,577,male,590,male
1010,577,male,1010,male
1372,577,male,1372,male
1398,577,male,1398,male
1557,577,male,1557,male
2112,577,male,2112,female
2378,577,male,2378,female
2612,577,male,2612,male
2631,577,male,2631,male
2670,577,male,2670,male
2726,577,male,2726,female
2890,577,male,2890,male
2927,577,male,2927,male
2935,577,male,2935,male
2943,577,male,2943,male
2953,577,male,2953,male
3015,577,male,3015,male
3116,577,male,3116,male
3126,577,male,3126,male
3245,577,male,3245,male
3499,577,male,3499,male
3548,577,male,3548,male
3601,577,male,3601,female
77,578,male,77,male
95,578,male,95,male
138,578,male,138,male
192,578,male,192,male
1028,578,male,1028,male
1800,578,male,1800,male
3198,578,male,3198,male
3394,578,male,3394,male
3639,578,male,3639,female
1057,579,male,1057,male
1123,579,male,1123,male
2118,579,male,2118,male
2166,579,male,2166,male
2582,579,male,2582,male
2606,579,male,2606,male
3227,579,male,3227,female
3416,579,male,3416,male
166,580,male,166,male
1377,580,male,1377,male
3516,580,male,3516,female
3540,580,male,3540,male
3630,580,male,3630,male
128,582,male,128,male
303,582,male,303,male
584,582,male,584,male
1294,582,male,1294,male
1567,582,male,1567,male
2580,582,male,2580,female
302,584,male,302,male
1202,584,male,1202,male
2088,584,male,2088,male
2441,584,male,2441,female
2895,584,male,2895,male
2905,584,male,2905,male
2915,584,male,2915,male
3087,584,male,3087,male
3206,584,male,3206,male
3630,584,male,3630,male
2405,585,male,2405,male
69,586,male,69,female
131,586,male,131,male
159,586,male,159,male
305,586,male,305,male
521,586,male,521,male
548,586,male,548,male
568,586,male,568,male
589,586,male,589,male
713,586,male,713,male
1524,586,male,1524,male
2620,586,male,2620,male
2897,586,male,2897,female
2903,586,male,2903,male
2907,586,male,2907,male
3123,586,male,3123,male
3488,586,male,3488,male
3524,586,male,3524,male
3575,586,male,3575,male
3580,586,male,3580,male
99,588,male,99,male
102,588,male,102,male
114,588,male,114,male
117,588,male,117,male
128,588,male,128,male
152,588,male,152,male
302,588,male,302,male
303,588,male,303,male
548,588,male,548,male
584,588,male,584,male
1356,588,male,1356,female
1976,588,male,1976,female
2065,588,male,2065,female
2441,588,male,2441,female
2893,588,male,2893,male
2897,588,male,2897,female
2898,588,male,2898,male
3206,588,male,3206,male
3654,588,male,3654,female
125,590,male,125,male
200,590,male,200,male
284,590,male,284,male
316,590,male,316,male
577,590,male,577,male
727,590,male,727,male
1018,590,male,1018,male
1091,590,male,1091,male
1158,590,male,1158,male
1286,590,male,1286,male
1314,590,male,1314,male
1372,590,male,1372,male
1432,590,male,1432,male
2008,590,male,2008,male
2378,590,male,2378,female
2631,590,male,2631,male
2890,590,male,2890,male
2922,590,male,2922,male
2927,590,male,2927,male
2943,590,male,2943,male
2953,590,male,2953,male
2976,590,male,2976,male
3116,590,male,3116,male
3126,590,male,3126,male
3135,590,male,3135,male
3212,590,male,3212,male
3245,590,male,3245,male
3427,590,male,3427,male
3656,590,male,3656,male
532,591,male,532,male
725,591,male,725,male
1356,591,male,1356,female
1702,591,male,1702,male
1706,591,male,1706,male
2580,591,male,2580,female
2918,591,male,2918,female
2953,591,male,2953,male
3198,591,male,3198,male
3246,591,male,3246,male
3249,591,male,3249,male
3576,591,male,3576,male
3599,591,male,3599,male
3639,591,male,3639,female
94,592,male,94,female
97,592,male,97,male
155,592,male,155,female
172,592,male,172,male
173,592,male,173,male
291,592,male,291,male
467,592,male,467,female
483,592,male,483,female
497,592,male,497,male
506,592,male,506,male
522,592,male,522,male
526,592,male,526,male
545,592,male,545,male
567,592,male,567,male
1087,592,male,1087,female
1242,592,male,1242,male
1525,592,male,1525,male
1542,592,male,1542,male
1606,592,male,1606,male
1738,592,male,1738,male
2578,592,male,2578,male
2580,592,male,2580,female
2587,592,male,2587,male
2591,592,male,2591,male
2595,592,male,2595,female
2612,592,male,2612,male
2616,592,male,2616,male
2630,592,male,2630,male
2668,592,male,2668,male
2707,592,male,2707,male
2718,592,male,2718,female
2945,592,male,2945,female
3083,592,male,3083,male
3417,592,male,3417,male
3446,592,male,3446,male
194,593,male,194,male
2491,593,male,2491,male
3461,593,male,3461,male
3545,593,male,3545,male
1356,595,female,1356,female
138,596,female,138,male
280,596,female,280,male
1708,596,female,1708,male
2002,596,female,2002,male
2134,596,female,2134,male
2893,596,female,2893,male
2926,596,female,2926,male
3249,596,female,3249,male
139,597,male,139,female
150,597,male,150,male
153,597,male,153,male
172,597,male,172,male
334,597,male,334,male
602,597,male,602,male
1549,597,male,1549,male
1553,597,male,1553,male
2350,597,male,2350,female
2712,597,male,2712,female
2945,597,male,2945,female
2957,597,male,2957,female
3316,597,male,3316,male
3317,597,male,3317,male
3414,597,male,3414,male
3449,597,male,3449,male
3478,597,male,3478,male
3536,597,male,3536,male
3546,597,male,3546,male
3557,597,male,3557,male
97,598,male,97,male
155,598,male,155,female
1232,598,male,1232,male
2369,598,male,2369,female
2650,598,male,2650,male
3400,598,male,3400,male
313,599,female,313,male
454,599,female,454,male
1383,599,female,1383,male
1524,599,female,1524,male
1649,599,female,1649,male
2488,599,female,2488,male
3137,599,female,3137,male
3635,599,female,3635,female
2972,601,male,2972,male
62,602,male,62,male
95,602,male,95,male
125,602,male,125,male
339,602,male,339,male
469,602,male,469,male
585,602,male,585,male
1044,602,male,1044,male
1549,602,male,1549,male
1560,602,male,1560,male
1653,602,male,1653,male
2008,602,male,2008,male
2150,602,male,2150,female
2370,602,male,2370,male
2589,602,male,2589,male
2595,602,male,2595,female
2611,602,male,2611,male
2622,602,male,2622,male
2665,602,male,2665,male
2716,602,male,2716,male
2731,602,male,2731,male
3362,602,male,3362,male
3422,602,male,3422,male
3527,602,male,3527,male
175,604,male,175,male
198,604,male,198,male
285,604,male,285,male
293,604,male,293,male
956,604,male,956,male
1000,604,male,1000,male
1092,604,male,1092,male
2123,604,male,2123,male
2892,604,male,2892,male
2933,604,male,2933,male
3111,604,male,3111,male
3125,604,male,3125,male
3143,604,male,3143,male
3630,604,male,3630,male
90,606,male,90,male
302,606,male,302,male
303,606,male,303,male
574,606,male,574,male
1567,606,male,1567,male
1089,607,male,1089,male
3055,608,female,3055,male
197,609,male,197,male
1972,609,male,1972,male
948,615,female,948,male
2088,622,male,2088,male
2907,622,male,2907,male
3135,623,female,3135,male
1724,627,male,1724,male
2158,636,male,2158,male
0,639,male,0,male
3083,639,male,3083,male
3114,639,male,3114,male
459,642,male,459,male
249,647,male,249,male
361,651,male,361,male
1207,651,male,1207,male
1297,660,male,1297,female
395,663,male,395,male
2429,663,male,2429,male
3244,663,male,3244,male
2907,665,female,2907,male
3263,666,male,3263,male
15,667,female,15,female
2730,669,female,2730,male
1909,672,female,1909,female
1036,682,female,1036,male
546,687,male,546,female
548,687,male,548,male
581,687,male,581,female
1542,687,male,1542,male
2616,687,male,2616,male
3236,687,male,3236,female
3377,687,male,3377,female
63,688,male,63,male
2725,688,male,2725,male
1288,691,female,1288,male
60,693,male,60,male
102,693,male,102,male
117,693,male,117,male
169,693,male,169,male
213,693,male,213,male
279,693,male,279,male
305,693,male,305,male
318,693,male,318,male
332,693,male,332,male
536,693,male,536,male
546,693,male,546,female
585,693,male,585,male
696,693,male,696,male
1055,693,male,1055,male
1224,693,male,1224,male
1421,693,male,1421,male
1535,693,male,1535,male
1750,693,male,1750,male
1952,693,male,1952,male
2089,693,male,2089,male
2889,693,male,2889,male
2895,693,male,2895,male
2898,693,male,2898,male
2917,693,male,2917,male
2961,693,male,2961,male
3020,693,male,3020,male
3095,693,male,3095,male
3227,693,male,3227,female
3402,693,male,3402,male
3470,693,male,3470,male
1658,694,male,1658,male
2591,694,male,2591,male
2599,694,male,2599,male
3491,694,male,3491,male
62,695,female,62,male
155,695,female,155,female
602,695,female,602,male
689,695,female,689,male
704,695,female,704,male
1101,695,female,1101,female
1120,695,female,1120,male
1542,695,female,1542,male
1549,695,female,1549,male
1553,695,female,1553,male
1560,695,female,1560,male
1702,695,female,1702,male
2150,695,female,2150,female
2595,695,female,2595,female
3470,695,female,3470,male
3553,695,female,3553,male
3614,695,female,3614,female
63,696,male,63,male
102,696,male,102,male
197,696,male,197,male
279,696,male,279,male
332,696,male,332,male
465,696,male,465,male
702,696,male,702,male
709,696,male,709,male
711,696,male,711,male
726,696,male,726,female
780,696,male,780,male
844,696,male,844,male
1134,696,male,1134,male
1358,696,male,1358,male
1655,696,male,1655,male
1760,696,male,1760,male
1835,696,male,1835,male
2668,696,male,2668,male
2725,696,male,2725,male
2947,696,male,2947,male
2961,696,male,2961,male
3095,696,male,3095,male
3116,696,male,3116,male
3227,696,male,3227,female
94,697,male,94,female
454,697,male,454,male
704,697,male,704,male
1101,697,male,1101,female
1147,697,male,1147,male
1332,697,male,1332,male
1542,697,male,1542,male
2595,697,male,2595,female
3469,697,male,3469,male
3520,697,male,3520,male
3534,697,male,3534,female
3552,697,male,3552,male
3570,697,male,3570,male
82,698,male,82,male
126,698,male,126,female
487,698,male,487,male
1536,698,male,1536,female
2178,698,male,2178,male
2179,698,male,2179,male
3617,698,male,3617,male
279,700,male,279,male
696,700,male,696,male
63,701,male,63,male
2668,703,male,2668,male
2867,703,male,2867,male
62,704,male,62,male
1278,704,male,1278,male
1549,704,male,1549,male
1553,704,male,1553,male
3470,704,male,3470,male
3614,704,male,3614,female
2988,705,male,2988,male
63,706,male,63,male
702,706,male,702,male
2519,706,male,2519,male
2641,706,male,2641,female
1971,709,male,1971,male
2933,711,male,2933,male
1536,715,male,1536,female
2918,715,male,2918,female
2931,715,male,2931,male
3225,715,male,3225,female
280,716,male,280,male
1954,716,male,1954,male
3250,716,male,3250,male
3649,716,male,3649,male
219,717,male,219,male
228,717,male,228,male
729,717,male,729,male
1106,717,male,1106,male
2887,717,male,2887,male
2931,717,male,2931,male
234,719,female,234,male
780,719,female,780,male
26,720,male,26,male
219,720,male,219,male
228,720,male,228,male
299,720,male,299,male
1106,720,male,1106,male
1362,720,male,1362,male
1562,720,male,1562,male
2893,720,male,2893,male
2931,720,male,2931,male
3450,720,male,3450,male
666,722,male,666,male
825,722,male,825,male
3204,722,male,3204,male
3263,722,male,3263,male
3495,722,male,3495,male
2931,723,male,2931,male
3081,723,male,3081,male
1653,726,female,1653,male
2907,726,female,2907,male
741,728,male,741,female
2683,728,male,2683,female
2734,728,male,2734,male
2903,728,male,2903,male
2908,728,male,2908,male
2910,728,male,2910,female
2916,728,male,2916,male
2918,728,male,2918,female
2996,728,male,2996,male
3006,728,male,3006,male
3074,728,male,3074,male
3083,728,male,3083,male
3114,728,male,3114,male
3576,728,male,3576,male
123,731,male,123,male
2394,731,male,2394,male
2905,731,male,2905,male
2930,731,male,2930,male
2019,732,male,2019,male
726,733,male,726,female
80,735,male,80,male
299,735,male,299,male
1638,735,male,1638,male
2380,735,male,2380,male
2974,735,male,2974,male
3257,735,male,3257,male
3499,735,male,3499,male
3412,736,male,3412,male
1595,737,male,1595,male
3187,740,female,3187,male
3251,740,female,3251,female
567,741,female,567,male
728,741,female,728,male
2160,741,female,2160,male
2908,741,female,2908,male
2910,741,female,2910,female
2916,741,female,2916,male
3074,741,female,3074,male
3075,741,female,3075,male
3132,741,female,3132,male
467,744,male,467,female
1235,744,male,1235,male
2160,744,male,2160,male
2908,744,male,2908,male
2910,744,male,2910,female
2945,744,male,2945,female
3006,744,male,3006,male
3425,744,male,3425,male
904,749,male,904,female
1092,749,male,1092,male
2281,750,male,2281,male
155,751,female,155,female
239,751,female,239,male
1536,751,female,1536,female
1908,751,female,1908,female
2077,751,female,2077,male
2621,751,female,2621,male
2918,751,female,2918,female
3093,751,female,3093,female
3108,751,female,3108,male
3226,751,female,3226,female
3241,751,female,3241,female
166,755,male,166,male
954,755,male,954,male
313,756,male,313,male
1780,756,male,1780,male
3227,756,male,3227,female
3456,756,male,3456,male
1186,758,female,1186,female
3059,758,female,3059,male
289,759,male,289,male
1936,760,male,1936,male
1213,763,male,1213,male
115,764,male,115,male
1018,764,male,1018,male
1544,764,male,1544,female
3081,764,male,3081,male
125,765,male,125,male
279,765,male,279,male
318,765,male,318,male
404,765,male,404,male
901,765,male,901,female
2621,765,male,2621,male
2725,765,male,2725,male
2837,765,male,2837,male
2979,765,male,2979,female
3322,765,male,3322,male
3414,765,male,3414,male
3470,765,male,3470,male
247,766,female,247,male
285,766,female,285,male
2099,766,female,2099,male
2615,766,female,2615,male
3138,766,female,3138,male
3664,766,female,3664,male
581,767,female,581,female
727,767,female,727,male
2903,767,female,2903,male
2922,767,female,2922,male
3173,767,female,3173,male
3184,767,female,3184,female
3223,767,female,3223,female
1003,770,male,1003,male
1224,773,male,1224,male
1292,773,male,1292,male
2889,773,male,2889,male
425,777,male,425,male
533,778,male,533,male
2908,778,male,2908,male
234,780,male,234,male
305,780,male,305,male
696,780,male,696,male
719,780,male,719,female
726,780,male,726,female
8,781,female,8,male
284,781,female,284,male
1372,781,female,1372,male
1723,781,female,1723,male
2378,781,female,2378,female
2927,781,female,2927,male
3126,781,female,3126,male
3147,781,female,3147,male
3212,781,female,3212,male
3241,781,female,3241,female
3248,781,female,3248,male
274,782,male,274,male
1729,782,male,1729,male
1747,782,male,1747,male
2373,782,male,2373,male
2895,782,male,2895,male
2905,782,male,2905,male
793,784,male,793,female
3633,788,male,3633,female
362,790,female,362,male
2591,790,female,2591,male
3158,790,female,3158,female
9,791,male,9,male
142,791,male,142,male
398,791,male,398,male
3116,791,male,3116,male
3241,791,male,3241,female
784,793,female,784,male
296,796,female,296,male
820,796,female,820,female
1092,797,male,1092,male
3174,799,male,3174,male
2918,801,female,2918,female
3104,801,female,3104,female
3576,801,female,3576,male
2895,805,male,2895,male
3077,805,male,3077,male
2916,807,male,2916,male
3341,811,male,3341,male
2892,812,male,2892,male
3254,812,male,3254,female
3195,817,male,3195,male
296,820,female,296,male
3106,826,female,3106,male
2795,827,male,2795,female
3499,828,male,3499,male
3123,832,male,3123,male
3338,837,male,3338,male
1273,838,male,1273,female
2577,838,male,2577,male
2979,846,male,2979,female
3054,846,male,3054,male
3011,847,male,3011,female
1406,849,male,1406,male
3230,849,male,3230,male
2913,853,female,2913,male
1702,854,male,1702,male
1705,854,male,1705,male
2897,854,male,2897,female
2979,854,male,2979,female
3054,854,male,3054,male
581,855,male,581,female
3579,857,male,3579,male
2927,861,female,2927,male
2970,863,male,2970,male
3539,863,male,3539,female
1964,864,male,1964,male
349,867,female,349,male
2962,867,female,2962,male
2405,872,female,2405,male
2671,873,male,2671,male
60,876,male,60,male
3638,878,male,3638,male
136,881,female,136,male
2861,881,female,2861,male
231,884,male,231,female
2897,886,female,2897,female
2979,886,female,2979,female
1050,889,female,1050,male
2253,889,female,2253,female
3018,892,female,3018,male
3091,896,male,3091,male
1919,903,female,1919,male
2410,903,female,2410,male
3098,903,female,3098,female
749,904,female,749,male
1092,904,female,1092,male
971,905,male,971,male
2264,911,male,2264,male
472,912,male,472,male
3116,915,male,3116,male
1286,917,male,1286,male
1705,918,female,1705,male
2897,918,female,2897,female
124,919,male,124,male
1158,919,male,1158,male
1432,919,male,1432,male
334,923,male,334,male
2956,923,male,2956,male
757,924,male,757,female
1388,924,male,1388,male
1544,924,male,1544,female
2908,930,male,2908,male
48,931,male,48,male
2970,932,male,2970,male
968,933,male,968,male
1232,934,male,1232,male
2842,934,male,2842,male
3198,938,male,3198,male
2949,940,male,2949,male
73,946,female,73,female
96,946,female,96,male
126,946,female,126,female
1638,946,female,1638,male
2023,946,female,2023,male
3270,946,female,3270,female
1008,947,male,1008,male
142,948,male,142,male
374,948,male,374,male
615,948,male,615,female
1351,948,male,1351,male
3116,948,male,3116,male
3126,948,male,3126,male
3205,948,male,3205,female
3241,948,male,3241,female
382,949,female,382,male
2905,949,female,2905,male
3162,949,female,3162,male
247,952,male,247,male
285,952,male,285,male
3664,952,male,3664,male
166,954,male,166,male
755,954,male,755,male
379,955,male,379,female
991,955,male,991,male
198,956,male,198,male
622,956,male,622,male
1055,956,male,1055,male
3125,956,male,3125,male
3109,957,male,3109,male
533,959,male,533,male
973,959,male,973,male
2716,959,male,2716,male
3255,961,male,3255,female
284,963,male,284,male
1313,963,male,1313,male
2927,963,male,2927,male
3241,963,male,3241,female
462,966,male,462,male
1733,967,female,1733,male
3215,967,female,3215,male
933,968,male,933,male
729,969,male,729,male
905,971,male,905,male
2032,972,male,2032,female
2910,972,male,2910,female
2913,972,male,2913,male
506,974,male,506,male
2677,974,male,2677,male
2840,974,male,2840,male
2935,974,male,2935,male
3117,974,male,3117,male
117,977,male,117,male
2970,980,male,2970,male
2905,981,female,2905,male
2892,983,male,2892,male
3147,983,male,3147,male
730,984,male,730,male
2909,985,female,2909,male
150,987,male,150,male
2916,989,male,2916,male
779,990,female,779,male
2930,990,female,2930,male
2963,990,female,2963,male
3223,990,female,3223,female
379,991,male,379,female
955,991,male,955,male
518,992,male,518,male
1278,992,male,1278,male
3633,992,male,3633,female
1356,993,male,1356,female
2516,996,male,2516,male
2716,996,male,2716,male
3215,996,male,3215,male
3175,997,male,3175,male
2907,1000,male,2907,male
3122,1001,female,3122,male
2137,1003,male,2137,male
1979,1004,male,1979,male
125,1005,male,125,male
64,1008,male,64,male
528,1008,male,528,male
947,1008,male,947,male
1050,1008,male,1050,male
1625,1008,male,1625,male
1714,1008,male,1714,male
1832,1008,male,1832,male
2273,1008,male,2273,male
2539,1008,male,2539,male
124,1010,male,124,male
152,1010,male,152,male
194,1010,male,194,male
200,1010,male,200,male
240,1010,male,240,male
324,1010,male,324,male
467,1010,male,467,female
530,1010,male,530,male
577,1010,male,577,male
1018,1010,male,1018,male
1048,1010,male,1048,male
1134,1010,male,1134,male
1235,1010,male,1235,male
1239,1010,male,1239,male
1245,1010,male,1245,male
1313,1010,male,1313,male
1372,1010,male,1372,male
1398,1010,male,1398,male
1557,1010,male,1557,male
1947,1010,male,1947,male
2112,1010,male,2112,female
2203,1010,male,2203,male
2378,1010,male,2378,female
2585,1010,male,2585,male
2631,1010,male,2631,male
2670,1010,male,2670,male
2726,1010,male,2726,female
2806,1010,male,2806,male
2890,1010,male,2890,male
2935,1010,male,2935,male
2953,1010,male,2953,male
2956,1010,male,2956,male
3116,1010,male,3116,male
3206,1010,male,3206,male
3414,1010,male,3414,male
3548,1010,male,3548,male
3559,1010,male,3559,male
3601,1010,male,3601,female
450,1012,male,450,male
1297,1012,male,1297,female
1549,1012,male,1549,male
1732,1012,male,1732,male
1956,1012,male,1956,male
2695,1012,male,2695,male
69,1013,male,69,female
77,1013,male,77,male
1309,1013,male,1309,male
1587,1013,male,1587,male
1677,1013,male,1677,male
3114,1013,male,3114,male
3390,1013,male,3390,male
3546,1013,male,3546,male
3630,1013,male,3630,male
497,1014,female,497,male
546,1014,female,546,female
548,1014,female,548,male
568,1014,female,568,male
581,1014,female,581,female
1487,1014,female,1487,male
1701,1014,female,1701,female
2110,1014,female,2110,female
2135,1014,female,2135,male
2897,1014,female,2897,female
2903,1014,female,2903,male
3094,1014,female,3094,female
3212,1014,female,3212,male
148,1015,male,148,male
528,1015,male,528,male
584,1015,male,584,male
1181,1015,male,1181,male
1523,1015,male,1523,male
2454,1015,male,2454,female
3421,1015,male,3421,male
3566,1015,male,3566,male
131,1017,female,131,male
274,1017,female,274,male
327,1017,female,327,male
447,1017,female,447,male
1553,1017,female,1553,male
3599,1017,female,3599,male
3618,1017,female,3618,male
3650,1017,female,3650,female
124,1018,male,124,male
125,1018,male,125,male
152,1018,male,152,male
240,1018,male,240,male
290,1018,male,290,male
324,1018,male,324,male
467,1018,male,467,female
530,1018,male,530,male
532,1018,male,532,male
590,1018,male,590,male
764,1018,male,764,male
1010,1018,male,1010,male
1048,1018,male,1048,male
1235,1018,male,1235,male
1239,1018,male,1239,male
1245,1018,male,1245,male
1285,1018,male,1285,male
1313,1018,male,1313,male
1544,1018,male,1544,female
2577,1018,male,2577,male
2582,1018,male,2582,male
2629,1018,male,2629,male
2631,1018,male,2631,male
2723,1018,male,2723,male
2806,1018,male,2806,male
2890,1018,male,2890,male
2953,1018,male,2953,male
2956,1018,male,2956,male
3241,1018,male,3241,female
3414,1018,male,3414,male
3601,1018,male,3601,female
2151,1020,male,2151,female
1093,1023,male,1093,male
2840,1023,male,2840,male
3019,1023,male,3019,male
3117,1023,male,3117,male
3065,1024,male,3065,male
63,1028,male,63,male
299,1028,male,299,male
545,1028,male,545,male
1525,1028,male,1525,male
1542,1028,male,1542,male
1638,1028,male,1638,male
1738,1028,male,1738,male
1800,1028,male,1800,male
2107,1028,male,2107,male
2441,1028,male,2441,female
2595,1028,male,2595,female
2889,1028,male,2889,male
2974,1028,male,2974,male
3234,1028,male,3234,male
3446,1028,male,3446,male
3500,1028,male,3500,male
1119,1029,male,1119,male
177,1031,male,177,male
592,1031,male,592,male
2601,1031,male,2601,female
2895,1031,male,2895,male
3234,1031,male,3234,male
96,1032,male,96,male
150,1032,male,150,male
162,1032,male,162,male
522,1032,male,522,male
1577,1032,male,1577,male
1868,1032,male,1868,male
3327,1032,male,3327,male
3055,1033,male,3055,male
3098,1033,male,3098,female
1287,1034,male,1287,male
3601,1034,male,3601,female
476,1036,male,476,male
94,1038,male,94,female
173,1038,male,173,male
1273,1038,male,1273,female
2577,1038,male,2577,male
128,1040,male,128,male
327,1040,male,327,male
514,1040,male,514,male
521,1040,male,521,male
1294,1040,male,1294,male
1345,1040,male,1345,male
1530,1040,male,1530,male
2418,1040,male,2418,male
2898,1040,male,2898,male
3087,1040,male,3087,male
3654,1040,male,3654,female
2848,1041,male,2848,male
2939,1041,male,2939,female
3075,1041,male,3075,male
3173,1041,male,3173,male
3411,1041,male,3411,male
3520,1041,male,3520,male
3534,1041,male,3534,female
3552,1041,male,3552,male
3570,1041,male,3570,male
48,1044,male,48,male
125,1044,male,125,male
131,1044,male,131,male
304,1044,male,304,male
318,1044,male,318,male
585,1044,male,585,male
600,1044,male,600,male
602,1044,male,602,male
1253,1044,male,1253,male
2589,1044,male,2589,male
2665,1044,male,2665,male
2947,1044,male,2947,male
3172,1044,male,3172,male
3450,1044,male,3450,male
3638,1044,male,3638,male
121,1045,male,121,male
524,1045,male,524,female
530,1045,male,530,male
590,1045,male,590,male
1286,1045,male,1286,male
1718,1045,male,1718,male
2887,1045,male,2887,male
2914,1045,male,2914,male
2922,1045,male,2922,male
3123,1045,male,3123,male
154,1046,female,154,male
567,1046,female,567,male
592,1046,female,592,male
1202,1046,female,1202,male
1316,1046,female,1316,male
1356,1046,female,1356,female
2582,1046,female,2582,male
2895,1046,female,2895,male
2898,1046,female,2898,male
2915,1046,female,2915,male
2958,1046,female,2958,male
3417,1046,female,3417,male
3525,1046,female,3525,male
3624,1046,female,3624,male
121,1048,male,121,male
124,1048,male,124,male
152,1048,male,152,male
194,1048,male,194,male
240,1048,male,240,male
278,1048,male,278,female
319,1048,male,319,female
324,1048,male,324,male
467,1048,male,467,female
524,1048,male,524,female
530,1048,male,530,male
1010,1048,male,1010,male
1018,1048,male,1018,male
1047,1048,male,1047,male
1134,1048,male,1134,male
1235,1048,male,1235,male
1239,1048,male,1239,male
1245,1048,male,1245,male
1259,1048,male,1259,male
1313,1048,male,1313,male
2631,1048,male,2631,male
2806,1048,male,2806,male
2935,1048,male,2935,male
2956,1048,male,2956,male
3026,1048,male,3026,male
3045,1048,male,3045,female
3414,1048,male,3414,male
3601,1048,male,3601,female
96,1050,male,96,male
180,1050,male,180,male
334,1050,male,334,male
506,1050,male,506,male
597,1050,male,597,male
889,1050,male,889,female
1008,1050,male,1008,male
1093,1050,male,1093,male
1714,1050,male,1714,male
1832,1050,male,1832,male
2253,1050,male,2253,female
2351,1050,male,2351,male
2606,1050,male,2606,male
2668,1050,male,2668,male
2793,1050,male,2793,male
3656,1050,male,3656,male
128,1052,female,128,male
194,1052,female,194,male
1606,1052,female,1606,male
2623,1052,female,2623,male
3654,1052,female,3654,female
2926,1053,female,2926,male
102,1054,female,102,male
125,1054,female,125,male
198,1054,female,198,male
290,1054,female,290,male
302,1054,female,302,male
332,1054,female,332,male
1313,1054,female,1313,male
1345,1054,female,1345,male
1351,1054,female,1351,male
1373,1054,female,1373,female
2935,1054,female,2935,male
2956,1054,female,2956,male
2961,1054,female,2961,male
2976,1054,female,2976,male
2303,1056,male,2303,male
2578,1056,male,2578,male
2601,1056,male,2601,female
3014,1056,male,3014,male
3215,1056,male,3215,male
467,1057,male,467,female
503,1057,male,503,male
579,1057,male,579,male
665,1057,male,665,female
1123,1057,male,1123,male
1235,1057,male,1235,male
1273,1057,male,1273,female
1746,1057,male,1746,male
2001,1057,male,2001,male
2166,1057,male,2166,male
2907,1057,male,2907,male
3190,1057,male,3190,male
554,1059,male,554,female
1742,1061,male,1742,male
2577,1061,male,2577,male
66,1066,male,66,male
209,1066,male,209,male
284,1066,male,284,male
290,1066,male,290,male
539,1066,male,539,male
1239,1066,male,1239,male
2935,1066,male,2935,male
2956,1066,male,2956,male
2989,1066,male,2989,male
3525,1066,male,3525,male
3601,1066,male,3601,female
2974,1067,female,2974,male
503,1068,male,503,male
3394,1068,male,3394,male
1377,1069,male,1377,male
1611,1069,male,1611,male
1746,1069,male,1746,male
1974,1069,male,1974,male
2009,1069,male,2009,male
2154,1069,male,2154,male
2577,1069,male,2577,male
1594,1071,female,1594,male
1657,1071,female,1657,female
2144,1071,female,2144,male
2840,1071,female,2840,male
2903,1071,female,2903,male
1522,1073,male,1522,male
1524,1073,male,1524,male
1533,1073,male,1533,male
1553,1073,male,1553,male
2589,1073,male,2589,male
2618,1073,male,2618,male
3448,1073,male,3448,male
194,1075,male,194,male
469,1075,male,469,male
497,1075,male,497,male
