,ID,Sex,papers_1995,papers_1996,papers_1997,papers_1998,papers_1999,papers_2000,papers_2001,papers_2002,papers_2003,papers_2004,papers_2005,papers_2006,papers_2007,papers_2008,papers_2009,papers_2010,papers_2011,papers_2012,papers_2013,papers_2014,papers_2015,papers_2016,papers_2017,papers_2018,papers_2019,papers_2020,papers_2021,papers_2022,papers_2023,citations_1995,citations_1996,citations_1997,citations_1998,citations_1999,citations_2000,citations_2001,citations_2002,citations_2003,citations_2004,citations_2005,citations_2006,citations_2007,citations_2008,citations_2009,citations_2010,citations_2011,citations_2012,citations_2013,citations_2014,citations_2015,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,Book Series,Conference Proceeding,Journal,Book,papers_2024,citations_2024,papers_1986,papers_1987,papers_1989,papers_1990,papers_1991,papers_1992,papers_1993,papers_1994,citations_1986,citations_1987,citations_1989,citations_1990,citations_1991,citations_1992,citations_1993,citations_1994,papers_1985,papers_1988,citations_1985,citations_1988,Trade Journal,papers_1984,citations_1984,papers_1980,citations_1980,papers_1983,citations_1983,papers_1952,citations_1952,papers_1971,papers_1972,papers_1974,papers_1975,papers_1977,citations_1971,citations_1972,citations_1974,citations_1975,citations_1977,papers_1978,papers_1979,papers_1981,papers_1982,citations_1978,citations_1979,citations_1981,citations_1982,papers_1976,citations_1976,papers_1948,papers_1950,papers_1953,papers_1954,papers_1955,papers_1956,papers_1957,papers_1958,papers_1959,papers_1960,papers_1961,papers_1962,papers_1963,papers_1964,papers_1966,papers_1967,papers_1968,papers_1969,papers_1973,citations_1948,citations_1950,citations_1953,citations_1954,citations_1955,citations_1956,citations_1957,citations_1958,citations_1959,citations_1960,citations_1961,citations_1962,citations_1963,citations_1964,citations_1966,citations_1967,citations_1968,citations_1969,citations_1973,papers_1965,citations_1965,papers_1970,citations_1970,papers_1947,papers_1949,citations_1947,citations_1949,Report,papers_1911,papers_1913,papers_1914,papers_1925,papers_1926,papers_1927,papers_1929,papers_1930,papers_1931,papers_1932,papers_1934,papers_1935,papers_1936,citations_1911,citations_1913,citations_1914,citations_1925,citations_1926,citations_1927,citations_1929,citations_1930,citations_1931,citations_1932,citations_1934,citations_1935,citations_1936,papers_1941,papers_1942,papers_1943,papers_1944,papers_1951,citations_1941,citations_1942,citations_1943,citations_1944,citations_1951,co-authors
930,930,male,7.0,9.0,1.0,2.0,1.0,9.0,21.0,3.0,6.0,3.0,4.0,3.0,6.0,4.0,1.0,5.0,1.0,5.0,7.0,1.0,3.0,2.0,7.0,7.0,4.0,6.0,2.0,1.0,1.0,181.0,341.0,16.0,74.0,15.0,1091.0,2089.0,238.0,71.0,53.0,94.0,41.0,108.0,131.0,0.0,412.0,0.0,131.0,126.0,23.0,35.0,20.0,83.0,43.0,69.0,29.0,17.0,4.0,0.0,8.0,60.0,14.0,3.0,1.0,3.0,1.0,3.0,5.0,6.0,9.0,10.0,8.0,18.0,96.0,28.0,138.0,219.0,327.0,325.0,114.0,569.0,1.0,5.0,15.0,313.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2908]
931,931,male,4.0,8.0,6.0,7.0,7.0,6.0,1.0,5.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,7.0,10.0,20.0,25.0,9.0,10.0,14.0,17.0,9.0,9.0,21.0,11.0,21.0,7.0,219.0,885.0,489.0,170.0,223.0,150.0,99.0,992.0,48.0,0.0,52.0,2.0,37.0,7.0,4.0,40.0,64.0,77.0,168.0,38.0,298.0,121.0,158.0,52.0,35.0,101.0,146.0,75.0,9.0,10.0,92.0,78.0,19.0,1.0,0.0,1.0,3.0,1.0,5.0,4.0,6.0,4.0,4.0,24.0,177.0,9.0,99.0,64.0,68.0,82.0,36.0,2.0,2.0,17.0,198.0,1.0,1.0,0.0,4.0,123.0,4.0,32.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,20.0,0.0,5.0,7.0,12.0,1.0,2.0,1.0,2.0,0.0,12.0,4.0,87.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,18.0,8.0,20.0,56.0,19.0,1.0,3.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[48]
932,932,male,4.0,11.0,1.0,2.0,13.0,10.0,7.0,5.0,3.0,1.0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.0,3.0,21.0,139.0,38.0,12.0,32.0,53.0,65.0,493.0,8.0,2.0,462.0,49.0,12.0,321.0,34.0,82.0,1.0,40.0,51.0,150.0,23.0,55.0,24.0,5.0,45.0,117.0,42.0,0.0,1.0,4.0,12.0,8.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,5.0,0.0,0.0,80.0,9.0,0.0,0.0,3.0,26.0,1.0,2.0,0.0,0.0,1.0,1.0,54.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,24.0,93.0,59.0,0.0,32.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,172.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2970]
933,933,male,5.0,5.0,2.0,1.0,6.0,4.0,2.0,3.0,2.0,5.0,4.0,8.0,9.0,5.0,6.0,6.0,9.0,7.0,5.0,11.0,9.0,4.0,8.0,5.0,12.0,3.0,3.0,4.0,1.0,320.0,523.0,527.0,44.0,675.0,22.0,7.0,54.0,5.0,68.0,49.0,112.0,85.0,52.0,32.0,51.0,110.0,69.0,40.0,74.0,72.0,62.0,63.0,16.0,65.0,6.0,4.0,4.0,0.0,22.0,98.0,14.0,1.0,1.0,0.0,1.0,5.0,4.0,2.0,8.0,2.0,5.0,8.0,16.0,28.0,467.0,121.0,473.0,127.0,240.0,526.0,2.0,1.0,155.0,185.0,1.0,1.0,9.0,1.0,17.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,6.0,11.0,25.0,8.0,0.0,2.0,1.0,1.0,3.0,24.0,20.0,18.0,243.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,4.0,0.0,5.0,19.0,1.0,4.0,29.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[968]
934,934,male,13.0,1.0,10.0,1.0,2.0,14.0,6.0,2.0,1.0,5.0,4.0,5.0,4.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,8.0,11.0,10.0,11.0,13.0,1.0,3.0,2.0,832.0,2.0,516.0,8.0,27.0,746.0,328.0,895.0,9.0,38.0,10.0,29.0,0.0,12.0,4.0,18.0,0.0,8.0,1.0,9.0,37.0,18.0,103.0,30.0,44.0,12.0,0.0,8.0,0.0,14.0,74.0,14.0,1.0,0.0,0.0,5.0,3.0,10.0,6.0,6.0,9.0,10.0,12.0,436.0,124.0,324.0,270.0,60.0,947.0,5473.0,589.0,3.0,5.0,360.0,122.0,1.0,2.0,11.0,1.0,47.0,4.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,2.0,1.0,3.0,1.0,232.0,6.0,52.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1232, 2842]"
935,935,female,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,7.0,3.0,6.0,8.0,13.0,8.0,4.0,5.0,2.0,4.0,5.0,1.0,4.0,1.0,9.0,1.0,3.0,2.0,2.0,3.0,190.0,12.0,68.0,28.0,187.0,72.0,65.0,26.0,3.0,116.0,0.0,132.0,285.0,289.0,24.0,257.0,60.0,1.0,58.0,67.0,1.0,10.0,9.0,56.0,1.0,8.0,0.0,7.0,1.0,3.0,46.0,43.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,27.0,0.0,10.0,75.0,21.0,76.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
936,936,female,2.0,1.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,6.0,3.0,4.0,2.0,3.0,6.0,1.0,5.0,4.0,9.0,14.0,4.0,8.0,6.0,4.0,36.0,1.0,42.0,55.0,24.0,42.0,11.0,23.0,0.0,58.0,17.0,15.0,4.0,26.0,26.0,19.0,31.0,32.0,19.0,34.0,0.0,70.0,224.0,181.0,60.0,47.0,53.0,20.0,0.0,2.0,23.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,25.0,0.0,2.0,1.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
937,937,female,4.0,3.0,7.0,12.0,7.0,6.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,5.0,8.0,2.0,4.0,1.0,7.0,5.0,8.0,4.0,6.0,10.0,11.0,6.0,4.0,4.0,5.0,266.0,105.0,222.0,326.0,187.0,143.0,2.0,62.0,92.0,3.0,83.0,24.0,127.0,27.0,62.0,33.0,8.0,6.0,47.0,25.0,214.0,220.0,84.0,155.0,63.0,73.0,29.0,61.0,3.0,13.0,62.0,19.0,8.0,0.0,0.0,4.0,6.0,7.0,3.0,1.0,4.0,1.0,4.0,27.0,138.0,57.0,83.0,9.0,321.0,36.0,122.0,4.0,3.0,37.0,56.0,1.0,2.0,33.0,6.0,72.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,8.0,3.0,241.0,101.0,91.0,244.0,8.0,1.0,6.0,2.0,4.0,21.0,19.0,14.0,9.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
938,938,male,2.0,1.0,2.0,5.0,3.0,10.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,7.0,4.0,8.0,1.0,2.0,3.0,7.0,9.0,14.0,6.0,10.0,6.0,11.0,7.0,9.0,9.0,116.0,1.0,3.0,25.0,3.0,484.0,38.0,79.0,5.0,26.0,4.0,9.0,0.0,33.0,193.0,57.0,9.0,18.0,48.0,37.0,32.0,178.0,33.0,55.0,38.0,32.0,27.0,16.0,6.0,21.0,11.0,114.0,6.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,29.0,16.0,2.0,1.0,10.0,1.0,0.0,14.0,10.0,2.0,57.0,1.0,1.0,5.0,93.0,1.0,9.0,1.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,10.0,13.0,39.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,41.0,1.0,9.0,6.0,14.0,15.0,21.0,8.0,19.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[3198]
939,939,male,4.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,9.0,4.0,8.0,11.0,9.0,3.0,3.0,5.0,4.0,377.0,161.0,43.0,660.0,69.0,219.0,15.0,0.0,121.0,14.0,169.0,33.0,363.0,24.0,91.0,187.0,118.0,145.0,240.0,65.0,365.0,121.0,233.0,257.0,193.0,8.0,18.0,21.0,2.0,5.0,2.0,76.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,2.0,5.0,4.0,4.0,3.0,212.0,5.0,4.0,43.0,95.0,1.0,1.0,2.0,1.0,3.0,4.0,12.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,12.0,0.0,17.0,24.0,33.0,1.0,2.0,3.0,1.0,6.0,1.0,4.0,12.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,3.0,0.0,6.0,36.0,0.0,0.0,4.0,6.0,12.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
940,940,male,6.0,1.0,2.0,7.0,2.0,1.0,6.0,1.0,7.0,2.0,12.0,8.0,5.0,3.0,6.0,7.0,9.0,3.0,7.0,5.0,3.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,30.0,26.0,9.0,76.0,6.0,14.0,67.0,10.0,189.0,43.0,285.0,98.0,154.0,31.0,105.0,38.0,34.0,85.0,57.0,14.0,16.0,11.0,4.0,0.0,35.0,19.0,0.0,0.0,1.0,29.0,77.0,23.0,1.0,0.0,0.0,1.0,11.0,9.0,1.0,1.0,13.0,4.0,4.0,0.0,91.0,139.0,11.0,1.0,326.0,12.0,14.0,2.0,7.0,65.0,118.0,1.0,1.0,14.0,2.0,17.0,2.0,1.0,0.0,0.0,2.0,3.0,5.0,1.0,4.0,19.0,110.0,83.0,16.0,285.0,2.0,1.0,3.0,3.0,19.0,19.0,244.0,24.0,4.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2949]
941,941,female,1.0,4.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,4.0,5.0,5.0,8.0,5.0,5.0,6.0,5.0,7.0,7.0,8.0,7.0,4.0,11.0,10.0,0.0,95.0,286.0,633.0,6.0,3.0,134.0,0.0,14.0,7.0,29.0,19.0,102.0,79.0,95.0,30.0,360.0,151.0,39.0,431.0,160.0,59.0,82.0,119.0,91.0,40.0,12.0,13.0,6.0,14.0,74.0,18.0,4.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,5.0,6.0,54.0,1.0,48.0,34.0,76.0,74.0,280.0,382.0,2.0,1.0,3.0,87.0,2.0,1.0,0.0,2.0,144.0,3.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,10.0,0.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
942,942,male,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,13.0,2.0,3.0,4.0,3.0,3.0,6.0,10.0,8.0,9.0,8.0,5.0,7.0,12.0,14.0,10.0,12.0,24.0,14.0,8.0,4.0,13.0,6.0,8.0,14.0,2.0,3.0,1.0,24.0,24.0,23.0,118.0,69.0,112.0,47.0,179.0,134.0,160.0,195.0,213.0,118.0,107.0,101.0,168.0,61.0,127.0,127.0,33.0,1.0,12.0,106.0,43.0,1.0,0.0,0.0,11.0,5.0,8.0,1.0,2.0,1.0,1.0,2.0,613.0,1024.0,729.0,1.0,86.0,0.0,35.0,16.0,3.0,2.0,57.0,30.0,2.0,1.0,0.0,2.0,28.0,1.0,67.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,16.0,11.0,5.0,387.0,335.0,3.0,1.0,1.0,1.0,29.0,14.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
943,943,female,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,7.0,4.0,5.0,7.0,5.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,63.0,20.0,91.0,57.0,56.0,23.0,155.0,187.0,83.0,3.0,9.0,51.0,32.0,28.0,16.0,71.0,29.0,65.0,30.0,18.0,3.0,9.0,18.0,3.0,10.0,26.0,17.0,5.0,0.0,21.0,48.0,15.0,4.0,0.0,0.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,2.0,55.0,241.0,3.0,15.0,6.0,5.0,3.0,14.0,1.0,6.0,18.0,679.0,1.0,4.0,81.0,2.0,132.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,135.0,163.0,8.0,2.0,2.0,4.0,170.0,13.0,13.0,378.0,2.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
944,944,female,1.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,7.0,5.0,4.0,14.0,14.0,15.0,7.0,7.0,3.0,4.0,5.0,7.0,15.0,5.0,1.0,0.0,4.0,7.0,283.0,9.0,0.0,14.0,48.0,17.0,18.0,228.0,6.0,3.0,2.0,75.0,63.0,139.0,151.0,109.0,260.0,53.0,69.0,4.0,52.0,86.0,62.0,74.0,1.0,1.0,12.0,65.0,38.0,4.0,0.0,0.0,2.0,8.0,1.0,5.0,2.0,4.0,2.0,1.0,19.0,84.0,15.0,63.0,77.0,71.0,3.0,2.0,1.0,2.0,2.0,86.0,3.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
945,945,male,4.0,2.0,5.0,2.0,7.0,11.0,4.0,17.0,3.0,13.0,13.0,16.0,13.0,1.0,5.0,10.0,5.0,5.0,6.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,44.0,198.0,60.0,1.0,39.0,298.0,571.0,207.0,1116.0,48.0,1128.0,618.0,1115.0,941.0,98.0,134.0,292.0,301.0,21.0,1136.0,137.0,7.0,45.0,48.0,13.0,6.0,6.0,5.0,0.0,44.0,7.0,31.0,12.0,16.0,3.0,0.0,8.0,9.0,3.0,4.0,8.0,3.0,7.0,1.0,88.0,56.0,10.0,84.0,126.0,258.0,26.0,1.0,7.0,6.0,128.0,46.0,1.0,4.0,14.0,3.0,63.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,27.0,1.0,1.0,57.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
